grid_id,area_name,year,center_lat,center_lon,ndvi_mean,built_percent,nighttime_mean,growth_class
grid_3_3,Sector 10A,2018,23.215,72.6525,0.359396,0.482191,22.107536,high
grid_3_3,Sector 10A,2019,23.215,72.6525,0.303916,0.467728,25.499068,high
grid_3_3,Sector 10A,2020,23.215,72.6525,0.340371,0.473793,24.694046,high
grid_3_3,Sector 10A,2021,23.215,72.6525,0.334941,0.484714,22.59784,high
grid_3_3,Sector 10A,2022,23.215,72.6525,0.333849,0.501157,25.57257,high
grid_3_3,Sector 10A,2023,23.215,72.6525,0.347263,0.500806,26.754852,high
grid_3_3,Sector 10A,2024,23.215,72.6525,0.347165,0.510777,30.236526,high
grid_3_4,Sector 18,2016,23.215,72.6655,0.241383,0.188458,13.562323,medium
grid_3_4,Sector 18,2017,23.215,72.6655,0.543842,0.199643,15.321867,high
grid_3_4,Sector 18,2018,23.215,72.6655,0.543615,0.230243,13.057758,high
grid_3_4,Sector 18,2019,23.215,72.6655,0.41976,0.202575,16.320577,high
grid_3_4,Sector 18,2020,23.215,72.6655,0.527562,0.205726,16.613178,medium
grid_3_4,Sector 18,2021,23.215,72.6655,0.488746,0.203329,16.251969,medium
grid_3_4,Sector 18,2022,23.215,72.6655,0.490678,0.214688,17.836226,high
grid_3_4,Sector 18,2023,23.215,72.6655,0.50821,0.212612,18.269519,high
grid_3_4,Sector 18,2024,23.215,72.6655,0.549382,0.209821,19.957132,high
grid_3_5,sector 20,2016,23.215,72.6785,0.184182,0.123431,6.617749,low
grid_3_5,sector 20,2017,23.215,72.6785,0.313224,0.130237,7.354672,low
grid_3_5,sector 20,2018,23.215,72.6785,0.310817,0.147514,7.856796,medium
grid_3_5,sector 20,2019,23.215,72.6785,0.283245,0.124752,9.056849,medium
grid_3_5,sector 20,2020,23.215,72.6785,0.272714,0.135415,8.678853,medium
grid_3_5,sector 20,2021,23.215,72.6785,0.367737,0.140406,9.327222,low
grid_3_5,sector 20,2022,23.215,72.6785,0.383227,0.145685,9.633911,medium
grid_3_5,sector 20,2023,23.215,72.6785,0.272101,0.146532,11.137565,medium
grid_3_5,sector 20,2024,23.215,72.6785,0.300432,0.139632,10.920829,medium
grid_3_6,Sector 21,2016,23.215,72.6915,0.194573,0.2068,5.025287,low
grid_3_6,Sector 21,2017,23.215,72.6915,0.379968,0.248409,5.789257,medium
grid_3_6,Sector 21,2018,23.215,72.6915,0.349168,0.295532,7.058433,high
grid_3_6,Sector 21,2019,23.215,72.6915,0.319327,0.319867,8.464931,high
grid_3_6,Sector 21,2020,23.215,72.6915,0.33547,0.352018,9.193035,high
grid_3_6,Sector 21,2021,23.215,72.6915,0.36252,0.341496,11.116481,medium
grid_3_6,Sector 21,2022,23.215,72.6915,0.340831,0.339911,13.572267,medium
grid_3_6,Sector 21,2023,23.215,72.6915,0.373637,0.363971,16.055722,medium
grid_3_6,Sector 21,2024,23.215,72.6915,0.387732,0.342177,16.74719,medium
grid_3_7,Sector 23,2016,23.215,72.7045,0.254366,0.082577,1.891026,low
grid_3_7,Sector 23,2017,23.215,72.7045,0.470211,0.085954,2.230791,low
grid_3_7,Sector 23,2018,23.215,72.7045,0.482222,0.09611,2.609632,low
grid_3_7,Sector 23,2019,23.215,72.7045,0.434799,0.121447,2.915194,medium
grid_3_7,Sector 23,2020,23.215,72.7045,0.467654,0.111897,2.900874,low
grid_3_7,Sector 23,2021,23.215,72.7045,0.464372,0.122259,4.081432,medium
grid_3_7,Sector 23,2022,23.215,72.7045,0.471686,0.12257,4.879566,low
grid_3_7,Sector 23,2023,23.215,72.7045,0.49611,0.135325,5.779695,medium
grid_3_7,Sector 23,2024,23.215,72.7045,0.478082,0.136452,6.346079,medium
grid_3_8,Chiloda,2016,23.215,72.7175,0.24255,0.109567,1.891701,low
grid_3_8,Chiloda,2017,23.215,72.7175,0.452558,0.121917,2.028542,low
grid_3_8,Chiloda,2018,23.215,72.7175,0.457749,0.133511,2.422956,low
grid_3_8,Chiloda,2019,23.215,72.7175,0.41635,0.145269,2.683736,medium
grid_3_8,Chiloda,2020,23.215,72.7175,0.441673,0.132968,2.478951,low
grid_3_8,Chiloda,2021,23.215,72.7175,0.442013,0.138416,5.446908,low
grid_3_8,Chiloda,2022,23.215,72.7175,0.448712,0.152391,6.644159,low
grid_3_8,Chiloda,2023,23.215,72.7175,0.473754,0.163937,6.921245,medium
grid_3_8,Chiloda,2024,23.215,72.7175,0.460745,0.155347,6.953235,medium
grid_3_9,Chiloda,2016,23.215,72.7305,0.224283,0.129723,2.276847,low
grid_3_9,Chiloda,2017,23.215,72.7305,0.41696,0.157206,2.559441,medium
grid_3_9,Chiloda,2018,23.215,72.7305,0.413283,0.161545,2.786024,medium
grid_3_9,Chiloda,2019,23.215,72.7305,0.384138,0.172048,3.215703,medium
grid_3_9,Chiloda,2020,23.215,72.7305,0.409322,0.172089,3.25039,low
grid_3_9,Chiloda,2021,23.215,72.7305,0.387519,0.182558,7.820307,medium
grid_3_9,Chiloda,2022,23.215,72.7305,0.39388,0.191633,11.988291,medium
grid_3_9,Chiloda,2023,23.215,72.7305,0.406553,0.208202,11.841502,medium
grid_3_9,Chiloda,2024,23.215,72.7305,0.401152,0.210724,10.878526,medium
grid_4_0,Vavol,2016,23.225,72.6135,0.154928,0.264451,4.440885,medium
grid_4_0,Vavol,2017,23.225,72.6135,0.289365,0.315828,5.115105,high
grid_4_0,Vavol,2018,23.225,72.6135,0.262883,0.307433,5.580135,medium
grid_4_0,Vavol,2019,23.225,72.6135,0.229167,0.331593,7.260824,high
grid_4_0,Vavol,2020,23.225,72.6135,0.273096,0.353709,7.39347,medium
grid_4_0,Vavol,2021,23.225,72.6135,0.265783,0.370458,9.656136,high
grid_4_0,Vavol,2022,23.225,72.6135,0.250379,0.391145,12.451473,high
grid_4_0,Vavol,2023,23.225,72.6135,0.243573,0.436904,14.200445,high
grid_4_0,Vavol,2024,23.225,72.6135,0.254365,0.446636,15.32067,high
grid_4_1,Sector 13B,2016,23.225,72.6265,0.166719,0.440939,11.221026,high
grid_4_1,Sector 13B,2017,23.225,72.6265,0.313572,0.480296,13.754195,high
grid_4_1,Sector 13B,2018,23.225,72.6265,0.306582,0.488872,13.630568,high
grid_4_1,Sector 13B,2019,23.225,72.6265,0.261639,0.484494,15.285409,high
grid_4_1,Sector 13B,2020,23.225,72.6265,0.294126,0.496576,13.972379,high
grid_4_1,Sector 13B,2021,23.225,72.6265,0.288808,0.507329,16.083314,high
grid_4_1,Sector 13B,2022,23.225,72.6265,0.288127,0.521815,19.486222,high
grid_4_1,Sector 13B,2023,23.225,72.6265,0.289876,0.542609,21.668886,high
grid_4_1,Sector 13B,2024,23.225,72.6265,0.285905,0.526891,24.74321,high
grid_4_2,Sector 12B,2016,23.225,72.6395,0.193026,0.519992,19.661987,high
grid_4_2,Sector 12B,2017,23.225,72.6395,0.378748,0.55856,22.724435,high
grid_4_2,Sector 12B,2018,23.225,72.6395,0.379785,0.564029,17.701208,high
grid_4_2,Sector 12B,2019,23.225,72.6395,0.334349,0.54795,21.239435,high
grid_4_2,Sector 12B,2020,23.225,72.6395,0.367896,0.553649,17.272872,high
grid_4_2,Sector 12B,2021,23.225,72.6395,0.362078,0.560216,16.450261,high
grid_4_2,Sector 12B,2022,23.225,72.6395,0.359546,0.555115,21.87095,high
grid_4_2,Sector 12B,2023,23.225,72.6395,0.372468,0.564221,24.280638,high
grid_4_2,Sector 12B,2024,23.225,72.6395,0.373561,0.539592,29.409288,high
grid_4_3,Sector 13,2016,23.225,72.6525,0.180775,0.508612,20.318559,high
grid_4_3,Sector 13,2017,23.225,72.6525,0.351163,0.540769,25.159434,high
grid_4_3,Sector 13,2018,23.225,72.6525,0.354268,0.540405,19.455273,high
grid_4_3,Sector 13,2019,23.225,72.6525,0.314141,0.530011,21.869591,high
grid_4_3,Sector 13,2020,23.225,72.6525,0.334832,0.53306,19.29062,high
grid_4_3,Sector 13,2021,23.225,72.6525,0.327602,0.532564,19.111474,high
grid_4_3,Sector 13,2022,23.225,72.6525,0.335142,0.542457,25.209856,high
grid_4_3,Sector 13,2023,23.225,72.6525,0.352245,0.526885,24.980812,high
grid_4_3,Sector 13,2024,23.225,72.6525,0.356264,0.518907,30.518668,high
grid_4_4,Sector 19,2016,23.225,72.6655,0.206087,0.542408,17.017504,high
grid_4_4,Sector 19,2017,23.225,72.6655,0.414372,0.581922,18.718542,high
grid_4_4,Sector 19,2018,23.225,72.6655,0.426377,0.605847,16.01059,high
grid_4_4,Sector 19,2019,23.225,72.6655,0.362826,0.584126,18.175151,high
grid_4_4,Sector 19,2020,23.225,72.6655,0.415975,0.57936,17.05583,high
grid_4_4,Sector 19,2021,23.225,72.6655,0.397788,0.58854,18.064394,high
grid_4_4,Sector 19,2022,23.225,72.6655,0.400473,0.602817,20.703443,high
grid_4_4,Sector 19,2023,23.225,72.6655,0.42293,0.593302,24.784181,high
grid_4_4,Sector 19,2024,23.225,72.6655,0.429977,0.577399,26.814439,high
grid_4_5,Borij,2016,23.225,72.6785,0.210656,0.459276,12.167074,medium
grid_4_5,Borij,2017,23.225,72.6785,0.414833,0.494059,13.324278,high
grid_4_5,Borij,2018,23.225,72.6785,0.412779,0.528076,12.736186,high
grid_4_5,Borij,2019,23.225,72.6785,0.375405,0.494476,14.31329,high
grid_4_5,Borij,2020,23.225,72.6785,0.409379,0.504952,13.284756,medium
grid_4_5,Borij,2021,23.225,72.6785,0.417425,0.50952,14.224636,medium
grid_4_5,Borij,2022,23.225,72.6785,0.423027,0.523029,15.717913,high
grid_4_5,Borij,2023,23.225,72.6785,0.412765,0.516251,17.547427,high
grid_4_5,Borij,2024,23.225,72.6785,0.426779,0.502828,17.86821,medium
grid_4_6,Sector 24,2016,23.225,72.6915,0.178434,0.164773,3.597465,low
grid_4_6,Sector 24,2017,23.225,72.6915,0.28659,0.176568,4.304973,medium
grid_4_6,Sector 24,2018,23.225,72.6915,0.258234,0.208434,4.579985,medium
grid_4_6,Sector 24,2019,23.225,72.6915,0.262256,0.197392,5.376411,medium
grid_4_6,Sector 24,2020,23.225,72.6915,0.220423,0.206974,5.053741,medium
grid_4_6,Sector 24,2021,23.225,72.6915,0.325841,0.214984,6.159224,low
grid_4_6,Sector 24,2022,23.225,72.6915,0.306703,0.225722,7.143287,medium
grid_4_6,Sector 24,2023,23.225,72.6915,0.241441,0.244248,10.679123,medium
grid_4_6,Sector 24,2024,23.225,72.6915,0.243625,0.239458,10.823726,medium
grid_4_7,Sector 27,2016,23.225,72.7045,0.230283,0.172057,2.54797,low
grid_4_7,Sector 27,2017,23.225,72.7045,0.485938,0.179246,3.123903,low
grid_4_7,Sector 27,2018,23.225,72.7045,0.454325,0.201736,3.396034,low
grid_4_7,Sector 27,2019,23.225,72.7045,0.373945,0.185091,3.812624,low
grid_4_7,Sector 27,2020,23.225,72.7045,0.459949,0.199198,3.406724,low
grid_4_7,Sector 27,2021,23.225,72.7045,0.447781,0.206579,4.47065,low
grid_4_7,Sector 27,2022,23.225,72.7045,0.436934,0.21815,5.154417,medium
grid_4_7,Sector 27,2023,23.225,72.7045,0.456739,0.218439,6.925191,medium
grid_4_7,Sector 27,2024,23.225,72.7045,0.507691,0.207792,7.269842,low
grid_4_8,Sector 27,2016,23.225,72.7175,0.23554,0.134409,2.716852,low
grid_4_8,Sector 27,2017,23.225,72.7175,0.519234,0.156176,3.167018,low
grid_4_8,Sector 27,2018,23.225,72.7175,0.475025,0.205651,3.561678,medium
grid_4_8,Sector 27,2019,23.225,72.7175,0.371697,0.159164,3.659319,medium
grid_4_8,Sector 27,2020,23.225,72.7175,0.498254,0.168981,3.404011,low
grid_4_8,Sector 27,2021,23.225,72.7175,0.443887,0.169695,4.508667,low
grid_4_8,Sector 27,2022,23.225,72.7175,0.462958,0.18309,5.511104,medium
grid_4_8,Sector 27,2023,23.225,72.7175,0.483605,0.189788,6.145133,medium
grid_4_8,Sector 27,2024,23.225,72.7175,0.531355,0.186972,6.628914,medium
grid_4_9,Chiloda,2016,23.225,72.7305,0.186452,0.41346,4.621052,low
grid_4_9,Chiloda,2017,23.225,72.7305,0.335786,0.450126,4.865636,medium
grid_4_9,Chiloda,2018,23.225,72.7305,0.334434,0.459592,5.032302,medium
grid_4_9,Chiloda,2019,23.225,72.7305,0.300025,0.464697,5.322248,medium
grid_4_9,Chiloda,2020,23.225,72.7305,0.315319,0.461594,5.348236,medium
grid_4_9,Chiloda,2021,23.225,72.7305,0.313731,0.47059,9.49389,medium
grid_4_9,Chiloda,2022,23.225,72.7305,0.316882,0.477573,14.377575,medium
grid_4_9,Chiloda,2023,23.225,72.7305,0.310327,0.494208,14.79249,medium
grid_4_9,Chiloda,2024,23.225,72.7305,0.293249,0.503638,13.298667,medium
grid_5_0,Sector 16,2016,23.235,72.6135,0.20719,0.12537,3.163758,low
grid_5_0,Sector 16,2017,23.235,72.6135,0.380977,0.148453,4.219541,medium
grid_5_0,Sector 16,2018,23.235,72.6135,0.372473,0.159305,4.216386,medium
grid_5_0,Sector 16,2019,23.235,72.6135,0.319159,0.180049,4.195068,medium
grid_5_0,Sector 16,2020,23.235,72.6135,0.362246,0.181188,3.824173,medium
grid_5_0,Sector 16,2021,23.235,72.6135,0.37469,0.195128,5.402878,medium
grid_5_0,Sector 16,2022,23.235,72.6135,0.355468,0.205819,6.836475,medium
grid_5_0,Sector 16,2023,23.235,72.6135,0.354404,0.225936,8.032889,medium
grid_5_0,Sector 16,2024,23.235,72.6135,0.343382,0.236907,8.469627,medium
grid_5_1,Vavol,2016,23.235,72.6265,0.171929,0.376392,11.386402,high
grid_5_1,Vavol,2017,23.235,72.6265,0.310581,0.437395,14.950486,high
grid_5_1,Vavol,2018,23.235,72.6265,0.278383,0.473207,17.701353,high
grid_5_1,Vavol,2019,23.235,72.6265,0.223276,0.507193,16.460214,high
grid_5_1,Vavol,2020,23.235,72.6265,0.254837,0.525398,14.10605,high
grid_5_1,Vavol,2021,23.235,72.6265,0.255684,0.510018,22.140895,high
grid_5_1,Vavol,2022,23.235,72.6265,0.261519,0.504645,27.728019,high
grid_5_1,Vavol,2023,23.235,72.6265,0.267056,0.534569,28.180906,high
grid_5_1,Vavol,2024,23.235,72.6265,0.267644,0.53173,32.046746,high
grid_5_2,Sector 6,2016,23.235,72.6395,0.173462,0.487496,13.92747,high
grid_5_2,Sector 6,2017,23.235,72.6395,0.325676,0.521651,17.959298,high
grid_5_2,Sector 6,2018,23.235,72.6395,0.324964,0.519044,15.370948,high
grid_5_2,Sector 6,2019,23.235,72.6395,0.285132,0.511138,17.176633,high
grid_5_2,Sector 6,2020,23.235,72.6395,0.312417,0.511086,15.293896,high
grid_5_2,Sector 6,2021,23.235,72.6395,0.311373,0.51753,16.596598,high
grid_5_2,Sector 6,2022,23.235,72.6395,0.306884,0.529178,18.934899,high
grid_5_2,Sector 6,2023,23.235,72.6395,0.313888,0.536465,20.741617,high
grid_5_2,Sector 6,2024,23.235,72.6395,0.309955,0.528261,24.091966,high
grid_5_3,Sector 22,2016,23.235,72.6525,0.169139,0.604955,12.152597,high
grid_5_3,Sector 22,2017,23.235,72.6525,0.316283,0.644697,15.241348,high
grid_5_3,Sector 22,2018,23.235,72.6525,0.320238,0.665582,13.875709,high
grid_5_3,Sector 22,2019,23.235,72.6525,0.283447,0.654258,15.025242,high
grid_5_3,Sector 22,2020,23.235,72.6525,0.308152,0.639615,13.540066,high
grid_5_3,Sector 22,2021,23.235,72.6525,0.305139,0.65846,14.789597,high
grid_5_3,Sector 22,2022,23.235,72.6525,0.31199,0.662223,17.950769,high
grid_5_3,Sector 22,2023,23.235,72.6525,0.319093,0.653866,19.67659,high
grid_5_3,Sector 22,2024,23.235,72.6525,0.316693,0.644351,21.580145,high
grid_5_4,Sector 30,2016,23.235,72.6655,0.170295,0.605055,13.664843,high
grid_5_4,Sector 30,2017,23.235,72.6655,0.304163,0.639344,15.155222,high
grid_5_4,Sector 30,2018,23.235,72.6655,0.304989,0.672645,14.299271,high
grid_5_4,Sector 30,2019,23.235,72.6655,0.272433,0.651848,15.475463,high
grid_5_4,Sector 30,2020,23.235,72.6655,0.303575,0.641585,14.466723,high
grid_5_4,Sector 30,2021,23.235,72.6655,0.293934,0.655785,15.53491,high
grid_5_4,Sector 30,2022,23.235,72.6655,0.299458,0.660212,18.002317,high
grid_5_4,Sector 30,2023,23.235,72.6655,0.310371,0.657797,20.969378,high
grid_5_4,Sector 30,2024,23.235,72.6655,0.309275,0.653888,22.52221,high
grid_5_5,Borij,2016,23.235,72.6785,0.20243,0.392569,9.2478,high
grid_5_5,Borij,2017,23.235,72.6785,0.430058,0.401972,9.793733,high
grid_5_5,Borij,2018,23.235,72.6785,0.413393,0.436742,9.770277,high
grid_5_5,Borij,2019,23.235,72.6785,0.348112,0.403539,11.594244,high
grid_5_5,Borij,2020,23.235,72.6785,0.424116,0.401169,11.203694,medium
grid_5_5,Borij,2021,23.235,72.6785,0.409615,0.414176,13.058018,medium
grid_5_5,Borij,2022,23.235,72.6785,0.40109,0.430736,13.521104,high
grid_5_5,Borij,2023,23.235,72.6785,0.41561,0.425781,14.717409,high
grid_5_5,Borij,2024,23.235,72.6785,0.436919,0.421817,15.365472,high
grid_5_6,Sector 30,2016,23.235,72.6915,0.191062,0.108792,5.823797,medium
grid_5_6,Sector 30,2017,23.235,72.6915,0.386961,0.112255,6.114875,medium
grid_5_6,Sector 30,2018,23.235,72.6915,0.365395,0.139315,6.4825,medium
grid_5_6,Sector 30,2019,23.235,72.6915,0.321845,0.107698,7.629653,medium
grid_5_6,Sector 30,2020,23.235,72.6915,0.347048,0.110469,6.972142,low
grid_5_6,Sector 30,2021,23.235,72.6915,0.405019,0.119484,7.653249,low
grid_5_6,Sector 30,2022,23.235,72.6915,0.375876,0.150886,7.776588,medium
grid_5_6,Sector 30,2023,23.235,72.6915,0.371211,0.15561,10.527924,medium
grid_5_6,Sector 30,2024,23.235,72.6915,0.379868,0.155076,11.024514,medium
grid_5_7,Nabhoi,2016,23.235,72.7045,0.215994,0.194541,4.781006,low
grid_5_7,Nabhoi,2017,23.235,72.7045,0.477813,0.193399,5.27083,low
grid_5_7,Nabhoi,2018,23.235,72.7045,0.41809,0.243431,5.586799,medium
grid_5_7,Nabhoi,2019,23.235,72.7045,0.33916,0.204648,6.695175,medium
grid_5_7,Nabhoi,2020,23.235,72.7045,0.444537,0.223339,5.944675,low
grid_5_7,Nabhoi,2021,23.235,72.7045,0.436824,0.219895,6.820278,low
grid_5_7,Nabhoi,2022,23.235,72.7045,0.438745,0.241663,8.041639,medium
grid_5_7,Nabhoi,2023,23.235,72.7045,0.437385,0.231651,9.767488,medium
grid_5_7,Nabhoi,2024,23.235,72.7045,0.513349,0.216151,9.85089,low
grid_5_8,Nana Chiloda Gam,2016,23.235,72.7175,0.224467,0.232837,3.388601,low
grid_5_8,Nana Chiloda Gam,2017,23.235,72.7175,0.443723,0.246439,3.778082,low
grid_5_8,Nana Chiloda Gam,2018,23.235,72.7175,0.432597,0.27562,4.127407,medium
grid_5_8,Nana Chiloda Gam,2019,23.235,72.7175,0.379843,0.261703,5.138724,medium
grid_5_8,Nana Chiloda Gam,2020,23.235,72.7175,0.418787,0.285156,5.023656,medium
grid_5_8,Nana Chiloda Gam,2021,23.235,72.7175,0.41453,0.28054,5.754424,medium
grid_5_8,Nana Chiloda Gam,2022,23.235,72.7175,0.426819,0.305065,7.013647,medium
grid_5_8,Nana Chiloda Gam,2023,23.235,72.7175,0.439582,0.327526,8.094763,medium
grid_5_8,Nana Chiloda Gam,2024,23.235,72.7175,0.446194,0.327665,8.534563,medium
grid_5_9,Nana Chiloda Gam,2016,23.235,72.7305,0.227049,0.176929,2.183775,low
grid_5_9,Nana Chiloda Gam,2017,23.235,72.7305,0.415633,0.198336,2.65954,medium
grid_5_9,Nana Chiloda Gam,2018,23.235,72.7305,0.417974,0.205023,2.946985,medium
grid_5_9,Nana Chiloda Gam,2019,23.235,72.7305,0.398221,0.208782,3.199379,medium
grid_5_9,Nana Chiloda Gam,2020,23.235,72.7305,0.394404,0.212261,3.226382,low
grid_5_9,Nana Chiloda Gam,2021,23.235,72.7305,0.372524,0.233093,4.334144,medium
grid_5_9,Nana Chiloda Gam,2022,23.235,72.7305,0.382969,0.264471,5.48861,medium
grid_5_9,Nana Chiloda Gam,2023,23.235,72.7305,0.401342,0.299168,6.323286,high
grid_5_9,Nana Chiloda Gam,2024,23.235,72.7305,0.383427,0.294269,7.056425,medium
grid_6_0,Vavol,2016,23.245,72.6135,0.219239,0.056715,1.540212,low
grid_6_0,Vavol,2017,23.245,72.6135,0.403022,0.068764,2.157053,low
grid_6_0,Vavol,2018,23.245,72.6135,0.387194,0.065247,2.559438,low
grid_6_0,Vavol,2019,23.245,72.6135,0.335772,0.076579,2.668646,medium
grid_6_0,Vavol,2020,23.245,72.6135,0.36699,0.066253,2.468261,low
grid_6_0,Vavol,2021,23.245,72.6135,0.363257,0.071178,2.824293,medium
grid_6_0,Vavol,2022,23.245,72.6135,0.364471,0.080401,3.246085,medium
grid_6_0,Vavol,2023,23.245,72.6135,0.360091,0.096724,3.67346,medium
grid_6_0,Vavol,2024,23.245,72.6135,0.388162,0.095326,4.024241,medium
grid_6_1,GIDC Electronic Estate,2016,23.245,72.6265,0.185849,0.398297,7.565052,medium
grid_6_1,GIDC Electronic Estate,2017,23.245,72.6265,0.364144,0.430129,8.768494,high
grid_6_1,GIDC Electronic Estate,2018,23.245,72.6265,0.358291,0.431036,9.220416,high
grid_6_1,GIDC Electronic Estate,2019,23.245,72.6265,0.307575,0.428017,10.044266,high
grid_6_1,GIDC Electronic Estate,2020,23.245,72.6265,0.339118,0.423226,8.49096,medium
grid_6_1,GIDC Electronic Estate,2021,23.245,72.6265,0.339885,0.435131,8.560686,medium
grid_6_1,GIDC Electronic Estate,2022,23.245,72.6265,0.322467,0.446354,10.191715,medium
grid_6_1,GIDC Electronic Estate,2023,23.245,72.6265,0.34723,0.460885,11.304174,high
grid_6_1,GIDC Electronic Estate,2024,23.245,72.6265,0.349713,0.45102,12.930693,high
grid_6_2,Sector 25,2016,23.245,72.6395,0.172384,0.493966,14.195265,high
grid_6_2,Sector 25,2017,23.245,72.6395,0.332324,0.541206,17.305249,high
grid_6_2,Sector 25,2018,23.245,72.6395,0.32669,0.557721,15.532351,high
grid_6_2,Sector 25,2019,23.245,72.6395,0.2799,0.547621,16.539066,high
grid_6_2,Sector 25,2020,23.245,72.6395,0.323244,0.542826,15.991748,high
grid_6_2,Sector 25,2021,23.245,72.6395,0.32295,0.551672,16.488591,high
grid_6_2,Sector 25,2022,23.245,72.6395,0.327209,0.556434,17.421741,high
grid_6_2,Sector 25,2023,23.245,72.6395,0.328427,0.571246,17.315257,high
grid_6_2,Sector 25,2024,23.245,72.6395,0.311758,0.56757,20.287678,high
grid_6_3,Sector 28,2016,23.245,72.6525,0.161258,0.571127,12.708377,high
grid_6_3,Sector 28,2017,23.245,72.6525,0.296611,0.612664,15.682508,high
grid_6_3,Sector 28,2018,23.245,72.6525,0.291125,0.63539,14.372534,high
grid_6_3,Sector 28,2019,23.245,72.6525,0.254408,0.623937,17.315079,high
grid_6_3,Sector 28,2020,23.245,72.6525,0.284988,0.620972,16.226991,high
grid_6_3,Sector 28,2021,23.245,72.6525,0.286187,0.628227,17.167836,high
grid_6_3,Sector 28,2022,23.245,72.6525,0.290202,0.628696,17.689155,high
grid_6_3,Sector 28,2023,23.245,72.6525,0.295467,0.636659,18.521504,high
grid_6_3,Sector 28,2024,23.245,72.6525,0.292481,0.627711,19.144588,high
grid_6_4,Sector 29,2016,23.245,72.6655,0.185565,0.515802,12.801903,high
grid_6_4,Sector 29,2017,23.245,72.6655,0.341299,0.537803,13.693139,high
grid_6_4,Sector 29,2018,23.245,72.6655,0.350578,0.584801,13.375364,high
grid_6_4,Sector 29,2019,23.245,72.6655,0.324528,0.561863,17.658111,high
grid_6_4,Sector 29,2020,23.245,72.6655,0.365948,0.560223,17.598486,high
grid_6_4,Sector 29,2021,23.245,72.6655,0.350024,0.555825,17.178776,high
grid_6_4,Sector 29,2022,23.245,72.6655,0.344131,0.568363,17.521273,high
grid_6_4,Sector 29,2023,23.245,72.6655,0.375863,0.566254,17.976817,high
grid_6_4,Sector 29,2024,23.245,72.6655,0.363941,0.561045,18.749797,high
grid_6_5,Sector 17/TPS,2016,23.245,72.6785,0.167706,0.27636,11.204014,high
grid_6_5,Sector 17/TPS,2017,23.245,72.6785,0.336969,0.283129,11.876503,high
grid_6_5,Sector 17/TPS,2018,23.245,72.6785,0.338895,0.316224,10.712747,high
grid_6_5,Sector 17/TPS,2019,23.245,72.6785,0.301382,0.289743,14.626134,high
grid_6_5,Sector 17/TPS,2020,23.245,72.6785,0.347567,0.297872,15.487806,high
grid_6_5,Sector 17/TPS,2021,23.245,72.6785,0.341137,0.299968,17.040866,medium
grid_6_5,Sector 17/TPS,2022,23.245,72.6785,0.328315,0.302562,16.92965,high
grid_6_5,Sector 17/TPS,2023,23.245,72.6785,0.353932,0.298564,17.728609,medium
grid_6_5,Sector 17/TPS,2024,23.245,72.6785,0.36141,0.310988,18.305757,high
grid_6_6,Sector 17,2016,23.245,72.6915,0.194637,0.374754,13.450421,high
grid_6_6,Sector 17,2017,23.245,72.6915,0.400682,0.403579,11.884363,high
grid_6_6,Sector 17,2018,23.245,72.6915,0.416959,0.433424,11.744762,high
grid_6_6,Sector 17,2019,23.245,72.6915,0.360973,0.405445,12.907963,high
grid_6_6,Sector 17,2020,23.245,72.6915,0.419325,0.400623,14.00058,medium
